Gender,Business,Dependancies,Calls,Type,Billing,Rating,Age,Salary,Base_pay,Bonus,Unit_Price,Volume,openingbalance,closingbalance,low,Unit_Sales,Total_Sales,Months,Education
Female,0,No,Yes,Month-to-month,Yes,No,46,88407.39262,35362.95705,4420.369631,25.129999,4573900,27.66,18.93,24.309999,48.15,565.35,1,Graduation
Female,0,No,Yes,Month-to-month,No,Yes,46,88435.58676,35374.23471,4421.779338,49.650002,2674000,27.700001,18.860001,24.575001,48.2,565.75,1,Graduation
Female,0,Yes,Yes,One year,Yes,No,46,88488.84908,35395.53963,4424.442454,49.259998,2403400,27.72771045,18.4,24.370001,48.25,566.1,1,Graduation
Female,0,No,Yes,Month-to-month,No,Yes,47,88492.13105,35396.85242,4424.606553,24.99,24912300,27.7299995,18.719999,24.549999,48.35,566.5,1,Graduation
Male,0,No,Yes,Month-to-month,Yes,No,47,88500.2977,35400.11908,4425.014885,24.889999,35852900,27.75,18.200001,24.41,48.35,567.45,1,Graduation
Female,1,No,Yes,Month-to-month,Yes,No,47,88530.11089,35412.04436,4426.505545,24.9,283500,27.780001,18.549999,24.549999,48.55,567.8,1,Graduation
Male,1,Yes,Yes,Two year,No,No,47,88553.30084,35421.32033,4427.665042,25.190001,26795000,27.81399904,18.280001,24.66,48.55,568.2,1,Graduation
Male,0,No,Yes,Month-to-month,Yes,Yes,47,88583.94405,35433.57762,4429.197203,25.360001,2189300,27.82358869,18.34,24.51,48.6,571.05,1,Graduation
Female,0,No,No,Month-to-month,Yes,Yes,47,88599.2966,35439.71864,4429.96483,25.049999,1137300,27.92,18.10116732,24.639999,48.65,571.15,1,Graduation
Male,0,No,Yes,Month-to-month,Yes,No,47,88624.53234,35449.81294,4431.226617,49.880001,1292400,28.01,18.299999,24.584999,48.7,571.45,1,Graduation
Female,0,No,Yes,One year,No,No,47,88628.52465,35451.40986,4431.426233,25.550003,894300,28.01,18.5291821,24.0214187,48.7,571.75,1,Graduation
Male,0,No,Yes,Month-to-month,No,No,47,88684.05283,35473.62113,4434.202642,24.77,20359100,28.0300005,18.389999,24.200001,48.7,572.2,1,Graduation
Male,0,Yes,Yes,Two year,No,No,47,88685.76621,35474.30648,4434.288311,24.799999,19002400,28.040001,18.6660004,24.370001,48.7,572.45,1,Graduation
Male,1,No,Yes,Month-to-month,Yes,Yes,47,88687.18986,35474.87594,4434.359493,25,2128700,28.049999,18.360001,24.690001,48.75,572.85,1,Graduation
Male,0,Yes,Yes,Two year,No,No,47,88705.20875,35482.0835,4435.260438,24.690001,3384900,28.07,18.43,24.41,48.75,573.05,1,Graduation
Male,0,No,Yes,Two year,Yes,No,47,88712.82762,35485.13105,4435.641381,24.74,5674700,28.120001,18.254999,24.280001,48.75,574.35,1,Graduation
Male,0,No,Yes,Month-to-month,Yes,No,47,88727.76797,35491.10719,4436.388399,49.619999,2778200,28.120001,18.34499925,24.5149995,48.8,574.5,1,Graduation
Female,1,No,Yes,Two year,Yes,No,56,88738.84124,35495.5365,4436.942062,24.85,28669900,28.1399995,18.31749753,24.35,48.8,576.65,1,Graduation
Male,0,Yes,Yes,One year,No,No,47,88777.63938,35511.05575,4438.881969,25.669998,489200,28.15,18.58,24.5959075,48.8,576.65,1,Graduation
Male,0,No,Yes,One year,Yes,No,47,88778.68748,35511.47499,4438.934374,49.830002,3271600,28.174999,18.9799995,24.2700005,48.8,576.7,1,Graduation
Female,1,No,Yes,Two year,No,No,47,88785.35424,35514.14169,4439.267712,24.860001,509700,28.209999,19.07,23.700001,48.85,576.95,1,Graduation
Female,1,No,Yes,Month-to-month,Yes,Yes,47,88785.76255,35514.30502,4439.288128,24.92,24560700,28.299999,18.24,24.379999,48.85,578.5,1,PG
Female,0,No,Yes,Month-to-month,Yes,No,47,88786.05608,35514.42243,4439.302804,25.76,2678700,28.309999,18.38910428,24.549999,48.9,579,1,PG
Female,0,No,No,Month-to-month,Yes,No,47,88794.62129,35517.84851,4439.731065,25.139999,4628700,28.32,18.889999,24.5,48.95,579.4,1,PG
Female,1,No,Yes,Month-to-month,Yes,Yes,47,88802.11473,35520.84589,4440.105737,25.08,14428100,28.34344314,18.18,24.700001,48.95,580.1,1,PG
Female,0,No,Yes,Month-to-month,No,Yes,47,88805.34042,35522.13617,4440.267021,25.24,3200800,28.35,18.59,24.73,48.95,580.8,1,PG
Female,0,No,No,Month-to-month,Yes,Yes,47,88830.23387,35532.09355,4441.511694,50.419998,3761000,28.370001,18.4125005,24.674999,48.95,581.7,1,PG
Female,0,No,Yes,Month-to-month,Yes,Yes,47,88835.89005,35534.35602,4441.794503,49.610001,1755800,28.530001,18.290001,24.5599995,49,583,1,PG
Female,0,Yes,Yes,Two year,Yes,No,47,88844.55403,35537.82161,4442.227702,25.99,4288400,28.559999,18.59250075,24.629999,49,583.3,1,PG
Male,0,Yes,Yes,Two year,No,No,47,88847.13071,35538.85228,4442.356536,25.01,1694600,28.57,18.62000075,24.48,49,583.45,1,PG
Female,0,No,Yes,Month-to-month,Yes,Yes,47,88859.19289,35543.67715,4442.959645,25.030001,1793700,28.58,18.690001,24.58,49.05,585.95,1,PG
Female,1,No,Yes,Month-to-month,Yes,Yes,47,88934.92537,35573.97015,4446.746269,50.099998,3205800,28.58,19.219999,24.6849995,49.05,587.1,1,PG
Male,0,Yes,Yes,Two year,Yes,No,47,88936.62647,35574.65059,4446.831324,34.810001,2452500,28.59,18.879999,24.80230194,49.05,587.1,1,PG
Male,0,Yes,Yes,Month-to-month,Yes,No,47,88961.2256,35584.49024,4448.06128,25.669998,654900,28.61820927,19.4440002,24.71275949,49.05,587.4,1,PG
Male,0,No,Yes,One year,No,No,47,88978.17941,35591.27176,4448.908971,24.860001,9252700,28.639999,18.51,24.35,49.1,587.45,1,PG
Male,0,No,Yes,Month-to-month,No,No,47,88991.22001,35596.488,4449.561001,50,1626000,28.65,18.780001,24.4850005,49.15,587.7,1,PG
Male,0,Yes,Yes,Month-to-month,No,No,47,89000.57972,35600.23189,4450.028986,25,22908400,28.790001,19.59,24.48,49.15,589.25,1,PG
Female,0,No,Yes,Month-to-month,No,No,47,89003.99077,35601.59631,4450.199539,25,433900,28.795,19.209999,24.25,49.15,590.35,1,PG
Male,0,Yes,Yes,Month-to-month,No,No,47,89004.45766,35601.78306,4450.222883,25.07,3002000,28.82,19.17,24.65,49.15,592.65,1,PG
Male,0,No,Yes,Month-to-month,Yes,No,47,89011.30679,35604.52272,4450.56534,25.629999,3689900,28.85,19.610001,24.709999,49.2,592.65,1,PG
Female,1,Yes,Yes,Month-to-month,Yes,Yes,47,89025.19873,35610.07949,4451.259937,25.699996,638700,28.879999,19.15365676,24.76143914,49.2,592.75,1,PG
Male,0,No,Yes,Two year,Yes,No,47,89025.21867,35610.08747,4451.260934,24.93,2481200,28.9,19,24.540001,49.2,593.05,1,PG
Male,0,No,Yes,Two year,No,No,48,89039.34151,35615.7366,4451.967076,25.110001,14106100,28.9,19.15,24.860001,49.2,593.2,1,PG
Female,1,No,Yes,Month-to-month,Yes,No,47,89043.76565,35617.50626,4452.188283,34.82,3772400,28.959999,18.42,24.80230194,49.2,593.3,1,PG
Female,0,No,Yes,Month-to-month,Yes,Yes,47,89061.4342,35624.57368,4453.07171,252.940006,8595000,28.98,18.82250025,24.8560009,49.2,593.45,1,PG
Female,0,Yes,Yes,Month-to-month,Yes,No,47,89064.69902,35625.87961,4453.234951,25.01,1843000,29,18.674999,24.5,49.25,593.85,1,PG
Female,0,No,Yes,One year,No,No,47,89071.2239,35628.48956,4453.561195,50.169998,3004000,29.07,19.09,24.709999,49.25,595.05,1,PG
Male,0,No,Yes,Month-to-month,Yes,Yes,47,89097.80261,35639.12105,4454.890131,50.619999,1476200,29.129999,19,24.9799995,49.25,595.5,1,PG
Female,0,Yes,Yes,Two year,No,No,47,89102.46,35640.984,4455.123,25.48,10281500,29.16,18.6380004,24.799999,49.25,597,1,PG
Male,1,Yes,Yes,Two year,Yes,No,47,89105.12133,35642.04853,4455.256067,25.379999,6329200,29.18,18.87330653,24.700001,49.3,597.9,1,PG
Female,0,Yes,Yes,Two year,No,No,47,89109.5599,35643.82396,4455.477995,25.1,51648100,29.200001,19.030001,24.299999,49.35,599.3,1,PG
Female,0,No,Yes,Month-to-month,No,Yes,47,89113.43713,35645.37485,4455.671857,25.139999,5611800,29.209999,19.135,24.41,49.35,600,1,PG
Male,0,No,Yes,Month-to-month,Yes,No,47,89130.58006,35652.23202,4456.529003,25.200001,11940500,29.26,19,24.709999,49.35,600.15,1,PG
Female,0,Yes,Yes,Two year,No,No,47,89130.61616,35652.24646,4456.530808,25.16,18809200,29.280001,19.0699995,24.67,49.4,600.25,1,PG
Male,0,Yes,Yes,One year,No,Yes,47,89136.65463,35654.66185,4456.832732,25.110001,11354600,29.377,19.01,24.879999,49.4,601.25,1,PG
Female,0,Yes,No,Two year,Yes,No,35,89137.57611,35655.03044,4456.878806,25.909998,641100,29.44887859,19.2749995,24.58616943,49.4,601.6,1,PG
Female,0,No,Yes,Two year,No,No,47,89139.90648,35655.96259,4456.995324,50.150002,1541800,29.459999,19.57,24.7649995,49.4,601.6,1,PG
Male,0,No,No,Month-to-month,No,No,47,89146.94851,35658.77941,4457.347426,50.400002,4555600,29.5599995,19.16,24.754999,49.4,602.55,1,PG
Female,0,No,No,Month-to-month,Yes,No,47,89151.91057,35660.76423,4457.595529,25.200001,599300,29.6000005,19.6620006,24.530001,49.45,604.7,1,PG
Female,0,Yes,Yes,Two year,No,No,47,89163.0317,35665.21268,4458.151585,25.030001,1143900,29.695715,19.780001,24.52,49.45,605.25,1,PG
Male,0,No,Yes,Two year,No,No,47,89164.79639,35665.91855,4458.23982,25.969993,532300,29.709999,20.1200008,24.9172298,49.5,605.45,1,PG
Male,0,Yes,Yes,Two year,Yes,No,47,89167.72263,35667.08905,4458.386132,25.18,13449500,29.75,18.68,24.9,49.5,605.75,1,PG
Male,0,No,No,Month-to-month,Yes,No,47,89170.25007,35668.10003,4458.512504,25.16,1736800,29.76142886,19.23716676,24.629999,49.55,605.9,1,PG
Male,0,Yes,Yes,Two year,No,No,47,89196.62925,35678.6517,4459.831463,35.560001,5790200,29.77,19.34,24.94608196,49.55,606.25,1,PG
Male,0,Yes,Yes,One year,Yes,No,47,89218.09091,35687.23637,4460.904546,25.09,3491800,29.799999,19.57,24.5,49.55,606.55,1,PG
Male,0,No,Yes,Month-to-month,Yes,No,47,89250.50549,35700.20219,4462.525275,50.669998,1651400,29.85,19.309999,24.885,49.55,607.7,1,PG
Female,0,Yes,Yes,One year,No,No,47,89252.35527,35700.94211,4462.617764,26,19370400,29.98739108,19.50559772,25.07,49.55,608.5,1,PG
Male,0,No,Yes,Month-to-month,Yes,Yes,47,89279.54906,35711.81962,4463.977453,35.160001,4179000,30,19.5300005,24.91732638,49.6,609.1,1,PG
Female,1,No,Yes,One year,No,No,47,89288.83416,35715.53367,4464.441708,25.58,44685200,30.02,18.9379998,25.049999,49.65,609.65,1,PG
Male,0,No,Yes,Two year,No,No,47,89337.67894,35735.07157,4466.883947,25.52,6638400,30.030001,19.18,24.83,49.65,610.75,1,PG
Male,0,Yes,Yes,One year,No,No,47,89350.89669,35740.35868,4467.544835,25.949999,833400,30.04285629,19.27,24.9172298,49.65,611.45,1,PG
Female,0,No,Yes,Month-to-month,No,Yes,57,89358.36873,35743.34749,4467.918437,25.27,3657100,30.059999,19.559999,24.91,49.7,611.65,1,PG
Female,1,No,Yes,Month-to-month,Yes,Yes,47,89364.79474,35745.9179,4468.239737,25.290001,15528900,30.09,19.059999,25.07,49.75,612.1,1,PG
Male,0,No,Yes,One year,No,No,47,89370.30958,35748.12383,4468.515479,50.790001,1646000,30.15,19.47577809,25.0650005,49.8,612.95,1,PG
Male,0,Yes,Yes,One year,Yes,No,56,89392.08135,35756.83254,4469.604068,25.41,15761700,30.15,19.379999,25.1,49.8,613.95,1,PG
Female,0,No,Yes,Month-to-month,No,Yes,47,89401.14517,35760.45807,4470.057259,50.779999,1189400,30.165001,19.95272238,25.075001,49.8,614.45,1,PG
Male,0,No,Yes,Month-to-month,Yes,No,47,89414.5193,35765.80772,4470.725965,256.240005,8585000,30.200001,19.35,24.9659996,49.8,615.35,1,PG
Male,0,Yes,Yes,Two year,No,No,48,89421.26911,35768.50764,4471.063456,25.459999,5052000,30.309999,20,25.040001,49.8,617.15,1,PG
Female,0,Yes,No,Month-to-month,No,No,48,89439.22768,35775.69107,4471.961384,25.58,4161100,30.33,19.790001,25.110001,49.8,617.35,1,PG
Male,0,Yes,Yes,Two year,Yes,No,48,89453.32368,35781.32947,4472.666184,25.219999,13590500,30.360001,19.799999,24.459999,49.85,617.65,1,PG
Male,0,No,Yes,One year,Yes,No,48,89485.85021,35794.34008,4474.292511,254.920006,8635000,30.370001,20.34667022,25.1700001,49.85,617.85,1,PG
Female,0,Yes,Yes,Two year,No,No,48,89517.65563,35807.06225,4475.882782,35.280001,2962300,30.41,19.0839996,25.1976995,49.85,620.55,1,PG
Male,0,Yes,Yes,One year,No,No,48,89523.56715,35809.42686,4476.178358,35.160001,3298800,30.43,20.09,25.02516247,49.85,620.55,1,Graduation
Male,0,Yes,Yes,One year,No,No,48,89528.88074,35811.5523,4476.444037,25.42,5108500,30.469999,20.120001,24.879999,49.85,620.75,1,Graduation
Female,1,No,Yes,Month-to-month,No,Yes,48,89537.88679,35815.15472,4476.89434,25.85,989200,30.5,19.629999,25.200001,49.85,622.9,1,Graduation
Female,0,Yes,Yes,Month-to-month,Yes,No,48,89561.09515,35824.43806,4478.054758,25.34,18730800,30.5,19.85,24.719999,49.9,624.15,1,Graduation
Male,1,No,No,Two year,Yes,No,48,89563.58346,35825.43338,4478.179173,50.639999,939000,30.56109383,19.58,25.125,49.9,624.6,1,Graduation
Female,0,Yes,Yes,Month-to-month,Yes,Yes,48,89564.82012,35825.92805,4478.241006,25.91,3811400,30.57,19.77762213,24.93,49.9,625.05,1,Graduation
Male,0,Yes,Yes,Two year,No,No,48,89565.67264,35826.26906,4478.283632,25.48,3469700,30.615,20.129999,24.85,49.9,627.4,1,Graduation
Male,0,No,Yes,One year,Yes,No,48,89571.4157,35828.56628,4478.570785,25.620001,2824700,30.620001,19.7601125,25.23,49.9,628.65,1,Graduation
Male,0,No,Yes,Month-to-month,Yes,Yes,48,89589.74923,35835.89969,4479.487462,254.060001,11273000,30.629999,19.66380669,25.0979996,49.9,629.35,1,Graduation
Male,0,No,Yes,Month-to-month,No,Yes,48,89593.14373,35837.25749,4479.657187,25.76,1048200,30.639999,19.969999,25.110001,49.95,629.55,1,Graduation
Female,0,Yes,Yes,Month-to-month,Yes,Yes,48,89599.62855,35839.85142,4479.981428,25.459999,5503400,30.66,19.6399994,25.24,49.95,631.4,1,Graduation
Male,0,Yes,Yes,Month-to-month,Yes,No,48,89607.61678,35843.04671,4480.380839,25.639999,962200,30.674999,20.31605717,24.870001,49.95,631.85,1,Graduation
Male,1,No,Yes,Month-to-month,Yes,Yes,48,89608.2326,35843.29304,4480.41163,25.91,2805400,30.68,20.25,25.24,49.95,632.95,1,Graduation
Male,0,Yes,Yes,Two year,No,No,48,89613.13926,35845.2557,4480.656963,25.84,950500,30.709999,20.23,25.15,50,633.3,1,Graduation
Female,0,No,Yes,Month-to-month,No,No,48,89646.90678,35858.76271,4482.345339,26.4,4648300,30.709999,19.91,25.219999,50,633.4,1,Graduation
Female,0,No,Yes,Two year,No,No,48,89648.53337,35859.41335,4482.426669,25.700001,14376100,30.76,19.879999,25.299999,50,633.85,1,Graduation
Male,1,No,Yes,Month-to-month,Yes,Yes,48,89665.02984,35866.01194,4483.251492,25.639999,2642100,30.76,19.959999,24.92,50,635.6,1,Graduation
Female,1,Yes,Yes,Month-to-month,Yes,No,48,89683.99415,35873.59766,4484.199708,25.49,2179300,30.77,20.459999,24.780001,50.05,635.9,1,Graduation
Male,0,No,Yes,Two year,Yes,No,48,89714.6523,35885.86092,4485.732615,255.359993,11171000,30.799999,20.24,24.7880001,50.05,637.4,1,Graduation
Male,0,No,Yes,One year,No,No,48,89718.59153,35887.43661,4485.929577,25.889999,2522200,30.809999,20.68,25.32,50.05,637.55,1,Graduation
Male,0,No,Yes,Month-to-month,Yes,Yes,48,89723.12458,35889.24983,4486.156229,25.719999,3156200,30.85,20.290001,25.15,50.05,638,1,Graduation
Male,0,No,Yes,One year,No,No,48,89739.04585,35895.61834,4486.952293,25.76,3806100,30.85,20.15,25.290001,50.05,639.45,1,Graduation
Male,0,Yes,Yes,Month-to-month,Yes,Yes,48,89747.44837,35898.97935,4487.372419,25.639999,42296200,30.8600005,19.440001,24.99,50.05,639.65,1,Graduation
Female,0,No,Yes,Two year,No,No,48,89748.04644,35899.21858,4487.402322,25.879999,2082000,30.88449383,20.16,25.17,50.1,641.15,1,Graduation
Male,1,No,Yes,Two year,Yes,Yes,48,89758.27011,35903.30804,4487.913506,25.700001,2904000,30.9,20.379999,25.280001,50.1,644.35,1,Graduation
Male,0,No,Yes,Month-to-month,Yes,Yes,48,89791.38345,35916.55338,4489.569173,25.719999,2028700,30.955,20.280001,25.379999,50.1,646.05,1,Graduation
Female,0,No,Yes,Month-to-month,Yes,Yes,78,89794.91284,35917.96514,4489.745642,25.549999,16973600,30.98,19.66,25.01,50.1,646.85,1,Graduation
Female,0,No,Yes,One year,Yes,No,48,89849.64348,35939.85739,4492.482174,26.379999,10690200,30.9850005,20.68,25.09,50.15,648.65,1,Graduation
Male,1,No,No,Month-to-month,Yes,Yes,48,89865.16138,35946.06455,4493.258069,25.75,739900,31.01,20.41,25.450001,50.15,649.4,1,Graduation
Female,1,No,Yes,Month-to-month,Yes,Yes,48,89883.02717,35953.21087,4494.151359,36.060001,6634500,31.15,20.02,25.39180446,50.15,651.4,1,Graduation
Female,0,Yes,Yes,Month-to-month,No,Yes,48,89883.73278,35953.49311,4494.186639,25.83,1713600,31.190001,20.200001,25.08,50.15,651.55,1,Graduation
Female,0,No,Yes,Month-to-month,Yes,Yes,48,89911.32313,35964.52925,4495.566157,25.889999,1072700,31.25,19.99,25.41,50.15,653.15,1,Graduation
Female,0,Yes,Yes,One year,Yes,No,48,89914.57057,35965.82823,4495.728529,25.73,1946200,31.30056912,20.48,25.16,50.15,653.25,1,Graduation
Male,0,Yes,Yes,Two year,Yes,No,48,89916.02833,35966.41133,4495.801417,25.790001,766700,31.379999,20.48444933,25.379999,50.15,653.9,1,Graduation
Female,0,No,Yes,Month-to-month,Yes,Yes,48,89917.27928,35966.91171,4495.863964,26,9038800,31.4050005,20.42,25.08,50.15,653.95,2,Graduation
Male,0,Yes,Yes,Two year,No,No,48,89939.42718,35975.77087,4496.971359,25.84,10775400,31.450001,20.23,25.360001,50.15,654.5,2,Graduation
Male,0,No,Yes,One year,Yes,No,48,89944.50067,35977.80027,4497.225034,26.34,12875600,31.49,20.51,25.52,50.15,654.55,2,Graduation
Female,0,Yes,No,Month-to-month,Yes,No,48,89967.28988,35986.91595,4498.364494,25.83,2228600,31.530001,20.620001,25.610001,50.2,654.85,2,Graduation
Male,0,No,Yes,One year,Yes,No,48,90023.56982,36009.42793,4501.178491,25.709999,3008800,31.530001,20.83,25.059999,50.2,655.3,2,Graduation
Male,0,No,Yes,One year,Yes,No,48,90043.98773,36017.59509,4502.199387,26,2315300,31.549999,20.82,25.49,50.2,655.5,2,Graduation
Male,0,Yes,Yes,One year,Yes,No,48,90070.38011,36028.15205,4503.519006,256.240005,10785000,31.559999,20.629999,25.25,50.2,655.9,2,Graduation
Male,0,Yes,Yes,Two year,No,No,48,90075.89239,36030.35696,4503.79462,261.84,12433000,31.6,20.709999,25.4500008,50.25,657.5,2,Graduation
Female,0,No,No,Month-to-month,Yes,No,48,90075.9148,36030.36592,4503.79574,26.059999,3015600,31.639999,20.74666978,25.530001,50.25,658.1,2,Graduation
Male,1,No,Yes,Two year,No,No,48,90100.53535,36040.21414,4505.026768,52.080002,1582800,31.65,20.49,25.549999,50.3,658.95,2,Graduation
Male,0,Yes,Yes,Month-to-month,Yes,Yes,48,90114.42841,36045.77137,4505.721421,25.65,1734000,31.67,20.809999,25.02,50.3,659.35,2,Graduation
Female,0,No,Yes,Month-to-month,Yes,No,48,90124.0461,36049.61844,4506.202305,26,4748000,31.719999,21.110001,24.83,50.3,659.45,2,Graduation
Male,0,No,Yes,Month-to-month,No,Yes,48,90124.44007,36049.77603,4506.222004,26,1206800,31.77,20.889999,25.65,50.3,660.05,2,Graduation
Male,0,No,Yes,One year,Yes,No,48,90157.89372,36063.15749,4507.894686,51.93,1615600,31.83,20.74222,25.635,50.3,660.9,2,Graduation
Female,0,No,No,Month-to-month,Yes,Yes,48,90162.0376,36064.81504,4508.10188,25.870001,4550800,31.85468575,20.53333111,25.4,50.35,661.25,2,Graduation
Male,1,No,Yes,Month-to-month,No,No,48,90215.66586,36086.26635,4510.783293,26.219999,7023400,31.9011396,21.040001,25.59,50.35,661.55,2,Graduation
Female,0,Yes,Yes,Two year,Yes,No,48,90246.38343,36098.55337,4512.319172,26.26,1441900,31.940001,21.1,25.719999,50.35,662.65,2,Graduation
Male,0,No,Yes,One year,Yes,No,48,90261.41699,36104.5668,4513.07085,51.650002,1674600,31.950001,20.99,25.6100005,50.35,662.95,2,Graduation
Female,0,Yes,Yes,One year,No,No,48,90267.02079,36106.80832,4513.35104,26,876600,31.99,20.629999,25.370001,50.4,663.55,2,Graduation
Female,0,No,Yes,Month-to-month,No,Yes,48,90271.31944,36108.52777,4513.565972,25.76,2664400,31.99,20.879999,25.1,50.4,664.4,2,Graduation
Male,0,No,No,Two year,Yes,No,48,90279.0675,36111.627,4513.953375,25.99,3283200,31.99,20.58,25.450001,50.4,664.4,2,Graduation
Male,1,No,Yes,Month-to-month,Yes,No,48,90287.30419,36114.92168,4514.36521,26,1163400,32,20.889999,25.34,50.45,665.45,2,Graduation
Female,0,No,Yes,Month-to-month,No,No,48,90305.6675,36122.267,4515.283375,25.959999,2507700,32.040001,20.66,25.59,50.45,666,2,Graduation
Male,0,No,Yes,Month-to-month,Yes,No,48,90319.07,36127.628,4515.9535,26.120001,1318400,32.060001,20.59,25.559999,50.45,668.85,2,Graduation
Male,0,Yes,Yes,Two year,No,No,48,90329.32782,36131.73113,4516.466391,52.240002,613800,32.080002,20.99,25.665001,50.45,669,2,Graduation
Male,0,No,Yes,Month-to-month,Yes,Yes,49,90370.51868,36148.20747,4518.525934,36.100002,5638000,32.1049995,20.620001,25.54277498,50.5,669.45,2,Graduation
Female,0,No,No,Two year,No,No,49,90390.26308,36156.10523,4519.513154,26.030001,1169700,32.14624691,20.42,25.25,50.5,670.35,2,PG
Male,0,Yes,Yes,Month-to-month,No,No,49,90408.55992,36163.42397,4520.427996,26.139999,1550300,32.25,20.99,25.75,50.55,670.65,2,PG
Female,0,No,Yes,One year,Yes,No,49,90408.71269,36163.48508,4520.435635,26.16,5244600,32.28869896,21.06749925,25.66,50.55,672.2,2,PG
Male,0,No,Yes,Two year,No,No,49,90410.05783,36164.02313,4520.502892,25.85,3523100,32.299999,21.24,25.32,50.55,672.7,2,PG
Male,0,No,Yes,Month-to-month,Yes,No,49,90420.54427,36168.21771,4521.027214,257.959995,12906000,32.310001,20.860001,25.3050003,50.55,673.25,2,PG
Female,0,No,Yes,Two year,No,No,49,90456.24983,36182.49993,4522.812492,51.880001,952400,32.33978171,21.129999,25.76,50.55,674.55,2,PG
Female,0,No,Yes,Two year,No,No,49,90459.867,36183.9468,4522.99335,258.199997,9321000,32.389999,21.450001,25.6070004,50.55,675.6,2,PG
Female,0,No,Yes,Month-to-month,No,No,49,90487.95861,36195.18345,4524.397931,26.610001,4839200,32.41,21.610001,25.719999,50.55,676.35,2,PG
Female,0,No,Yes,One year,Yes,Yes,49,90489.63415,36195.85366,4524.481708,36.320001,4148000,32.419998,21.049999,25.66498994,50.6,676.7,2,PG
Male,1,Yes,Yes,One year,No,No,49,90509.07765,36203.63106,4525.453883,26.559998,4913100,32.5,21.90387985,25.34517061,50.6,677.05,2,PG
Female,0,No,Yes,Month-to-month,Yes,Yes,49,90517.09375,36206.8375,4525.854688,26.1,4277500,32.5,21.33,25.68,50.6,678.2,2,PG
Male,0,No,Yes,Two year,No,No,49,90539.5397,36215.81588,4526.976985,51.950001,1052800,32.529999,21.41,25.745001,50.6,678.45,2,PG
Female,0,No,Yes,Month-to-month,Yes,No,49,90540.81156,36216.32463,4527.040578,26.24,969700,32.549999,21.09,25.77,50.6,678.8,2,PG
Male,0,Yes,Yes,One year,No,No,49,90563.96217,36225.58487,4528.198109,54.38995,11401400,32.599998,21.59,25.83720793,50.6,679.3,2,PG
Male,0,No,Yes,Two year,No,No,49,90590.49103,36236.19641,4529.524552,52.060001,1014600,32.630001,21.65,25.7649995,50.65,679.55,2,PG
Female,0,No,Yes,Month-to-month,Yes,Yes,49,90595.75496,36238.30198,4529.787748,25.950001,4139600,32.63058025,22.3125,25.01,50.7,679.8,2,PG
Female,0,No,Yes,Month-to-month,No,No,49,90611.26292,36244.50517,4530.563146,26.030001,8933800,32.67789028,21.940001,25.559999,50.7,680.05,2,PG
Female,0,Yes,No,Two year,Yes,No,49,90622.42674,36248.97069,4531.121337,25.91,2014200,32.68,20.92,25.5,50.7,681.4,2,PG
Female,1,Yes,Yes,Two year,Yes,No,49,90647.02064,36258.80825,4532.351032,27.520002,8122000,32.68,21.08,25.91716174,50.75,682.1,2,PG
Male,0,No,Yes,Month-to-month,No,No,49,90655.5371,36262.21484,4532.776855,25.92,2537200,32.709999,20.27,25.58,50.75,683.25,2,PG
Female,0,No,No,Month-to-month,No,No,49,90665.71629,36266.28651,4533.285815,52.549999,1234200,32.709999,22.559999,25.91,50.75,683.25,2,PG
Female,0,No,Yes,Month-to-month,Yes,Yes,49,90707.63878,36283.05551,4535.381939,27.940001,11103000,32.75,21.0540008,25.46830653,50.8,684.05,2,PG
Male,0,Yes,Yes,Two year,Yes,No,49,90725.1019,36290.04076,4536.255095,26.73,5421900,32.779999,22.05,25.77,50.8,686.95,2,PG
Male,0,Yes,Yes,One year,Yes,No,49,90746.52935,36298.61174,4537.326468,26.91,7824000,32.830002,21.45,25.950001,50.8,688,2,PG
Female,0,No,Yes,One year,No,No,49,90748.33458,36299.33383,4537.416729,26.299999,10943800,32.860001,21.5,25.700001,50.8,688.65,2,PG
Male,0,Yes,Yes,One year,No,No,49,90801.59937,36320.63975,4540.079969,28.110002,31146800,32.919998,21.6900005,25.46830653,50.8,690.25,2,PG
Female,0,No,Yes,One year,No,No,49,90819.67308,36327.86923,4540.983654,26.6,6871800,32.959999,21.9220008,25.76,50.85,690.5,2,PG
Male,1,No,Yes,Month-to-month,No,Yes,49,90821.91253,36328.76501,4541.095627,52.119999,939600,32.970001,21.68,25.8199995,50.9,692.1,2,PG
Female,0,No,No,Month-to-month,Yes,No,49,90825.79402,36330.31761,4541.289701,27.919999,2627800,33.029999,21.146,25.79641847,50.9,692.35,2,PG
Female,0,No,Yes,One year,Yes,No,49,90830.63616,36332.25447,4541.531808,26.65,3399000,33.09,21.584999,25.700001,50.9,692.55,2,PG
Male,1,No,Yes,Month-to-month,Yes,Yes,49,90839.76308,36335.90523,4541.988154,26.65,1035100,33.119999,22.190001,26,50.9,695.75,2,PG
Male,0,No,Yes,Month-to-month,No,No,49,90850.58822,36340.23529,4542.529411,26.719999,7033600,33.119999,21.6499995,25.82,50.9,695.85,2,PG
Male,0,No,Yes,Month-to-month,Yes,No,49,90863.36683,36345.34673,4543.168342,54.559954,10829000,33.1349985,22.03147353,25.87079249,50.95,696.35,2,PG
Male,0,Yes,Yes,Month-to-month,Yes,No,49,90883.10011,36353.24005,4544.155006,26.030001,21165300,33.169998,21.41,24.67,50.95,696.8,2,PG
